source,output,num_pairs,relaxation
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr202.txt,data/li_lim_relaxed/lr202_relaxed_pdp.pkl,50,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr203.txt,data/li_lim_relaxed/lr203_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr204.txt,data/li_lim_relaxed/lr204_relaxed_pdp.pkl,50,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr205.txt,data/li_lim_relaxed/lr205_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr206.txt,data/li_lim_relaxed/lr206_relaxed_pdp.pkl,50,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr207.txt,data/li_lim_relaxed/lr207_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr208.txt,data/li_lim_relaxed/lr208_relaxed_pdp.pkl,50,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr209.txt,data/li_lim_relaxed/lr209_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr210.txt,data/li_lim_relaxed/lr210_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lr211.txt,data/li_lim_relaxed/lr211_relaxed_pdp.pkl,50,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc101.txt,data/li_lim_relaxed/lrc101_relaxed_pdp.pkl,53,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc102.txt,data/li_lim_relaxed/lrc102_relaxed_pdp.pkl,53,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc103.txt,data/li_lim_relaxed/lrc103_relaxed_pdp.pkl,53,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc104.txt,data/li_lim_relaxed/lrc104_relaxed_pdp.pkl,54,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc105.txt,data/li_lim_relaxed/lrc105_relaxed_pdp.pkl,54,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc106.txt,data/li_lim_relaxed/lrc106_relaxed_pdp.pkl,53,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc107.txt,data/li_lim_relaxed/lrc107_relaxed_pdp.pkl,53,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc108.txt,data/li_lim_relaxed/lrc108_relaxed_pdp.pkl,52,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc201.txt,data/li_lim_relaxed/lrc201_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc202.txt,data/li_lim_relaxed/lrc202_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc203.txt,data/li_lim_relaxed/lrc203_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc204.txt,data/li_lim_relaxed/lrc204_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc205.txt,data/li_lim_relaxed/lrc205_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc206.txt,data/li_lim_relaxed/lrc206_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc207.txt,data/li_lim_relaxed/lrc207_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/100/lrc208.txt,data/li_lim_relaxed/lrc208_relaxed_pdp.pkl,51,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_1.txt,data/li_lim_relaxed/lc1_2_1_relaxed_pdp.pkl,106,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_10.txt,data/li_lim_relaxed/lc1_2_10_relaxed_pdp.pkl,104,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_2.txt,data/li_lim_relaxed/lc1_2_2_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_3.txt,data/li_lim_relaxed/lc1_2_3_relaxed_pdp.pkl,103,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_4.txt,data/li_lim_relaxed/lc1_2_4_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_5.txt,data/li_lim_relaxed/lc1_2_5_relaxed_pdp.pkl,107,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_6.txt,data/li_lim_relaxed/lc1_2_6_relaxed_pdp.pkl,107,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_7.txt,data/li_lim_relaxed/lc1_2_7_relaxed_pdp.pkl,107,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_8.txt,data/li_lim_relaxed/lc1_2_8_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc1_2_9.txt,data/li_lim_relaxed/lc1_2_9_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_1.txt,data/li_lim_relaxed/lc2_2_1_relaxed_pdp.pkl,102,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_10.txt,data/li_lim_relaxed/lc2_2_10_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_2.txt,data/li_lim_relaxed/lc2_2_2_relaxed_pdp.pkl,102,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_3.txt,data/li_lim_relaxed/lc2_2_3_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_4.txt,data/li_lim_relaxed/lc2_2_4_relaxed_pdp.pkl,102,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_5.txt,data/li_lim_relaxed/lc2_2_5_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_6.txt,data/li_lim_relaxed/lc2_2_6_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_7.txt,data/li_lim_relaxed/lc2_2_7_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_8.txt,data/li_lim_relaxed/lc2_2_8_relaxed_pdp.pkl,102,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lc2_2_9.txt,data/li_lim_relaxed/lc2_2_9_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_1.txt,data/li_lim_relaxed/lr1_2_1_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_10.txt,data/li_lim_relaxed/lr1_2_10_relaxed_pdp.pkl,104,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_2.txt,data/li_lim_relaxed/lr1_2_2_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_3.txt,data/li_lim_relaxed/lr1_2_3_relaxed_pdp.pkl,104,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_4.txt,data/li_lim_relaxed/lr1_2_4_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_5.txt,data/li_lim_relaxed/lr1_2_5_relaxed_pdp.pkl,106,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_6.txt,data/li_lim_relaxed/lr1_2_6_relaxed_pdp.pkl,107,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_7.txt,data/li_lim_relaxed/lr1_2_7_relaxed_pdp.pkl,103,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_8.txt,data/li_lim_relaxed/lr1_2_8_relaxed_pdp.pkl,103,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr1_2_9.txt,data/li_lim_relaxed/lr1_2_9_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_1.txt,data/li_lim_relaxed/lr2_2_1_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_10.txt,data/li_lim_relaxed/lr2_2_10_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_2.txt,data/li_lim_relaxed/lr2_2_2_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_3.txt,data/li_lim_relaxed/lr2_2_3_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_4.txt,data/li_lim_relaxed/lr2_2_4_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_5.txt,data/li_lim_relaxed/lr2_2_5_relaxed_pdp.pkl,102,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_6.txt,data/li_lim_relaxed/lr2_2_6_relaxed_pdp.pkl,100,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_7.txt,data/li_lim_relaxed/lr2_2_7_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_8.txt,data/li_lim_relaxed/lr2_2_8_relaxed_pdp.pkl,100,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lr2_2_9.txt,data/li_lim_relaxed/lr2_2_9_relaxed_pdp.pkl,100,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_1.txt,data/li_lim_relaxed/lrc1_2_1_relaxed_pdp.pkl,106,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_10.txt,data/li_lim_relaxed/lrc1_2_10_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_2.txt,data/li_lim_relaxed/lrc1_2_2_relaxed_pdp.pkl,103,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_3.txt,data/li_lim_relaxed/lrc1_2_3_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_4.txt,data/li_lim_relaxed/lrc1_2_4_relaxed_pdp.pkl,106,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_5.txt,data/li_lim_relaxed/lrc1_2_5_relaxed_pdp.pkl,107,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_6.txt,data/li_lim_relaxed/lrc1_2_6_relaxed_pdp.pkl,105,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_7.txt,data/li_lim_relaxed/lrc1_2_7_relaxed_pdp.pkl,106,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_8.txt,data/li_lim_relaxed/lrc1_2_8_relaxed_pdp.pkl,104,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc1_2_9.txt,data/li_lim_relaxed/lrc1_2_9_relaxed_pdp.pkl,104,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_1.txt,data/li_lim_relaxed/lrc2_2_1_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_10.txt,data/li_lim_relaxed/lrc2_2_10_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_2.txt,data/li_lim_relaxed/lrc2_2_2_relaxed_pdp.pkl,102,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_3.txt,data/li_lim_relaxed/lrc2_2_3_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_4.txt,data/li_lim_relaxed/lrc2_2_4_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_5.txt,data/li_lim_relaxed/lrc2_2_5_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_6.txt,data/li_lim_relaxed/lrc2_2_6_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_7.txt,data/li_lim_relaxed/lrc2_2_7_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_8.txt,data/li_lim_relaxed/lrc2_2_8_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
/root/autodl-tmp/benchmark_sources/pdptw-data/200/lrc2_2_9.txt,data/li_lim_relaxed/lrc2_2_9_relaxed_pdp.pkl,101,single_vehicle_distance_only_ignore_time_windows_capacity_vehicle_count
